,X,journaltitle,pub.year,Gender,Institutional_Affiliation,PhD,author,title,X.1
4339,10671,New Literary History,2004,F,University of Miami,Cambridge,Susan Haack,"Coherence, Consistency, Cogency, Congruity, Cohesiveness, &c.: Remain Calm! Don't Go Overboard!",
4340,10681,New Literary History,2005,F,University of Miami,Cambridge,Susan Haack,"The Ideal of Intellectual Integrity, in Life and Literature",
4443,3314,Representations,1984,M,University of Minnesota,Cambridge,Stephen Gudeman,Ricardo's Representations,
4540,11103,New Literary History,2011,M,University of New South Wales,Cambridge,Julian Murphet,The Mole and the Multiple,
4779,11841,New Literary History,2012,M,University of Queensland,Cambridge,Simon During,Empire's Present,
4781,112,PMLA,2014,M,University of Queensland,Cambridge,Simon During,The Postcolonial Aesthetic,
4829,12013,New Literary History,2002,M,University of South Florida,Cambridge,Pat Rogers,"Nameless Names: Pope, Curll, and the Uses of Anonymity",
4836,5661,Critical Inquiry,1989,M,University of Southern California,Cambridge,Norman Bryson,Chardin and the Text of Still Life,
1711,24102,Representations,2005,M,University of Southern California,Cambridge,David Lloyd,The Indigent Sublime,
4869,4710,Critical Inquiry,1975,M,University of Sussex,Cambridge,David Daiches,What Was the Modern Novel?,
4879,13121,Critical Inquiry,2009,M,University of Sussex,Cambridge,Simon Coleman,Transgressing the Self,
4978,6371,Critical Inquiry,1991,M,University of Toronto,Cambridge,Ian Hacking,The Making and Molding of Child Abuse,
4958,12382,New Literary History,1974,M,University of Toronto,Cambridge,Brian Stock,The Middle Ages as Subject and Object: Romantic Attitudes and Academic Medievalism,
4963,12331,New Literary History,1977,M,University of Toronto,Cambridge,Brian Stock,Literary Discourse and the Social Historian,
4965,12341,New Literary History,1979,M,University of Toronto,Cambridge,Brian Stock,Antiqui or Moderni?,
4971,12301,New Literary History,1984,M,University of Toronto,Cambridge,Brian Stock,"Medieval Literacy, Linguistic Theory, and Social Organization",
4974,12392,New Literary History,1987,M,University of Toronto,Cambridge,Brian Stock,Language and Cultural History,
4976,12351,New Literary History,1990,M,University of Toronto,Cambridge,Ian Hacking,"Two Kinds of ""New Historicism"" for Philosophers",
4982,12422,New Literary History,1994,M,University of Toronto,Cambridge,Brian Stock,The Self and Literary Experience in Late Antiquity and the Middle Ages,
4983,12432,New Literary History,1995,M,University of Toronto,Cambridge,Brian Stock,"Reading, Writing, and the Self: Petrarch and His Forerunners",
4993,12312,New Literary History,2003,M,University of Toronto,Cambridge,Brian Stock,"Reading, Ethics, and the Literary Imagination",
4994,12321,New Literary History,2005,M,University of Toronto,Cambridge,Brian Stock,Ethics and the Humanities: Some Lessons of Historical Experience,
4996,12402,New Literary History,2006,M,University of Toronto,Cambridge,Brian Stock,"Commentary: Reading and Healing: Reading, Healing, and the History of Western Meditation",
4997,12413,New Literary History,2006,M,University of Toronto,Cambridge,Brian Stock,"Rosenbach Lectures: Minds, Bodies, Readers",
5000,12442,New Literary History,2009,M,University of Toronto,Cambridge,Brian Stock,Reflections on Ancient Narrative and Ethics,
5003,12362,New Literary History,2010,M,University of Toronto,Cambridge,Ato Quayson,Kòbòlò Poetics: Urban Transcripts and their Reading Publics in Africa,
5006,12372,New Literary History,2012,M,University of Toronto,Cambridge,Ato Quayson,The Sighs of History,
5007,114,PMLA,2012,M,University of Toronto,Cambridge,Ato Quayson,Periods versus Concepts: Space Making and the Question of Postcolonial Literary History,
5008,113,PMLA,2013,M,University of Toronto,Cambridge,Ming Xie,What Does the Comparative Do for Theory?,
5013,6381,Critical Inquiry,1991,M,University of Toronto at Scarborough,Cambridge,Ian Hacking,Two Souls in One Body,
5078,12731,New Literary History,1986,M,University of Virginia,Cambridge,Calvin Woodard,Dimensions of Social and Legal Change: The Making and Remaking of the Common Law Tradition in Nineteenth-Century America,
5197,12081,Critical Inquiry,2007,F,University of Warwick,Cambridge,Carolyn Steedman,A Boiling Copper and Some Arsenic,
5200,15351,Critical Inquiry,2015,M,University of Warwick,Cambridge,Steve Hindle,"Representing Rural Society: Labor, Leisure, and the Landscape in an Eighteenth-Century Conversation Piece",
5198,115,PMLA,2012,F,University of Warwick,Cambridge,Carolyn Steedman,On a Horse,
5199,3414,Representations,2012,F,University of Warwick,Cambridge,Carolyn Steedman,"Cries Unheard, Sights Unseen",
5260,13692,New Literary History,2005,M,"University of Western Sydney, Parramatta",Cambridge,Vijay Mishra,What Was Postcolonialism?,
5345,13972,New Literary History,2011,M,University of York,Cambridge,Derek Attridge,"Context, Idioculture, Invention",
5344,117,PMLA,1999,M,University of York,Cambridge,Derek Attridge,"Innovation, Literature, Ethics: Relating to the Other",
5397,3231,Critical Inquiry,1982,M,Washington University,Cambridge,Donald A. Davie,Poet: Patriot: Interpreter,
5551,3571,Critical Inquiry,1983,M,Yale,Cambridge,"Henry Louis Gates, Jr.","The ""Blackness of Blackness"""": A Critique of the Sign and the Signifying Monkey""",
5561,4241,Critical Inquiry,1985,M,Yale,Cambridge,Anthony Appiah,The Uncompleted Argument: Du Bois and the Illusion of Race,
5519,14322,New Literary History,1977,M,Yale,Cambridge,Eric A. Havelock,The Preliteracy of the Greeks,
252,118,PMLA,1998,M,Cardiff University,Cardiff University,Terence Hawkes,PMLA Abroad,
4247,10412,New Literary History,2011,F,University of London,Cardiff University,Sara Ahmed,Willful Parts,
2119,9810,Critical Inquiry,1977,M,Ohio State University,Case Western Reserve,James R. Kincaid,"Coherent Readers, Incoherent Texts",
2116,122,PMLA,1973,M,Ohio State University,Case Western Reserve,James R. Kincaid,Women's Speech and Silence in Hartmann von Aue's Erec,
2737,124,PMLA,1996,F,SUNY Binghamton,Case Western Reserve,Sidonie Smith,Enumerating the Obstacles,
3896,15110,Critical Inquiry,1978,M,University of Colorado,Case Western Reserve,James R. Kincaid,Pluralistic Monism,
3899,19410,Critical Inquiry,1979,M,University of Colorado,Case Western Reserve,James R. Kincaid,Fiction and the Shape of Belief: Fifteen Years Later,
4189,3514,Representations,1990,M,University of Kentucky,Case Western Reserve,Kevin S. Kiernan,"Reading Cædmon's ""Hymn"" with Someone Else's Glosses",
4399,126,PMLA,2006,F,University of Michigan,Case Western Reserve,Sidonie Smith,"Human Rights, Storytelling, and the Position of the Beneficiary: Antjie Krog's ""Country of My Skull""",
4422,125,PMLA,2011,F,University of Michigan,Case Western Reserve,Sidonie Smith,Presidential Address 2011—Narrating Lives and Contemporary Imaginaries,
1628,9131,Critical Inquiry,2000,M,University of Southern California,Case Western Reserve,James R. Kincaid,Professional Harassment: Response 2,
4843,8901,Critical Inquiry,1999,M,University of Southern California,Case Western Reserve,James R. Kincaid,"Pouvoir, Félicité, Jane, et Moi (Power, Bliss, Jane, and Me)",
4844,8911,Critical Inquiry,1999,M,University of Southern California,Case Western Reserve,James R. Kincaid,"What Do We Owe Texts? Respect, Irreverence, or Nothing at All?",
4846,128,PMLA,2003,M,University of Southern California,Case Western Reserve,James R. Kincaid,"Resist Me, You Sweet Resistible You",
2640,5521,Critical Inquiry,1989,F,Stanford,Catholic University of America,Marjorie Perloff,Response to Jacques Derrida,
2666,8771,Critical Inquiry,1999,F,Stanford,Catholic University of America,Marjorie Perloff,"Language Poetry and the Lyric Subject: Ron Silliman's Albany, Susan Howe's Buffalo",
2633,6502,New Literary History,1987,F,Stanford,Catholic University of America,Marjorie Perloff,"Ca(n)non to the Right of Us, Ca(n)non to the Left of Us: A Plea for Difference",
2654,6513,New Literary History,1994,F,Stanford,Catholic University of America,Marjorie Perloff,From Theory to Grammar: Wittgenstein and the Aesthetic of the Ordinary,
2697,134,PMLA,2008,F,Stanford,Catholic University of America,Marjorie Perloff,The Sound of Poetry / The Poetry of Sound: The 2006 MLA Presidential Forum,
4833,3201,Critical Inquiry,1982,F,University of Southern California,Catholic University of America,Marjorie Perloff,Between Verse and Prose: Beckett and the New Poetry,
4859,15231,Critical Inquiry,2014,F,University of Southern California,Catholic University of America,Marjorie Perloff,Avant-Garde in a Different Key,
4834,12022,New Literary History,1982,F,University of Southern California,Catholic University of America,Marjorie Perloff,Pound/Stevens: Whose Era?,
4852,136,PMLA,2007,F,University of Southern California,Catholic University of America,Marjorie Perloff,Presidential Address 2006: It Must Change,
5034,137,PMLA,2006,M,University of Utah,Catholic University of America,Joseph Metz,"Austrian Inner Colonialism and the Visibility of Difference in Stifter's ""Die Narrenburg""",
5274,138,PMLA,1982,M,"University of Wisconsin, Madison",Catholic University of America,Joseph Wiesenfarth,Middlemarch: The Language of Art,
284,3614,Representations,1993,M,Charles University,Charles University,Martin Procházka,Prisoner's Predicament: Public Privacy in Havel's Letters to Olga,
1950,13310,Critical Inquiry,1978,M,Northwestern,Charles University,Erich Heller,The Dismantling of a Marionette Theater,
4961,12452,New Literary History,1975,M,University of Toronto,Charles University,Lubomír Doležel,Commentary,
4986,12462,New Literary History,1998,M,University of Toronto,Charles University,Lubomír Doležel,Possible Worlds of Fiction and History,
5516,12110,Critical Inquiry,1977,M,Yale,Charles University,René Wellek,Notes and Exchanges,
5486,14332,New Literary History,1970,M,Yale,Charles University,René Wellek,The Term and Concept of Symbolism in Literary History,
1049,4351,Critical Inquiry,1986,M,Harvard,Claremont Graduate University,Sacvan Bercovitch,The Problem of Ideology in American Literary History,
1059,26811,New Literary History,1988,M,Harvard,Claremont Graduate University,Sacvan Bercovitch,The A-Politics of Ambiguity in The Scarlet Letter,
1060,3714,Representations,1988,M,Harvard,Claremont Graduate University,Sacvan Bercovitch,Hawthorne's A-Morality of Compromise,
1182,139,PMLA,1999,F,Harvey Mudd College,Claremont Graduate University,Jean Arnold,Forum on Literatures of the Environment,
1937,141,PMLA,1997,M,Northern Arizona University,Claremont Graduate University,Bryan C. Short,"Today, Tomorrow: The Intellectual in the Academy and in Society",
1835,140,PMLA,2015,M,Occidental College,Claremont Graduate University,Warren Montag,Shattered Syllogisms: Andrew Cole’s The Birth of Theory,
2539,142,PMLA,2005,M,San Francisco State University,Claremont Graduate University,Paul K. Longmore,The Cultural Framing of Disability: Telethons as a Case Study,
2767,143,PMLA,1978,M,SUNY Plattsburgh,Claremont Graduate University,Edgar J. Burde,Mark Twain: The Writer as Pilot,
3626,144,PMLA,1989,M,University of British Columbia,Claremont Graduate University,Roger Seamon,Fish on Blind Submission,
3627,145,PMLA,1989,M,University of British Columbia,Claremont Graduate University,Roger Seamon,Poetics against Itself: On the Self-Destruction of Modern Scientific Criticism,
4076,146,PMLA,1978,F,"University of Illinois, Chicago",Claremont Graduate University,S. Clark Hulse,Shakespeare's Myth of Venus and Adonis,
25,27101,New Literary History,1971,M,Amherst College,Columbia,George Kateb,Politics and Modernity: The Strategies of Desperation,
49,150,PMLA,1996,F,Arcadia University,Columbia,Susan Balee,Enumerating the Obstacles,
82,8710,Critical Inquiry,1977,F,Barnard College,Columbia,Catharine R. Stimpson,"The Mind, the Body, and Gertrude Stein",
106,153,PMLA,2004,F,Boston College,Columbia,Elizabeth Kowaleski Wallace,"Transnationalism and Performance in 'Biyi Bandele's ""Oroonoko""",
119,3251,Critical Inquiry,1983,M,Boston University,Columbia,Eugene Goodheart,Arnold at the Present Time,
116,5012,New Literary History,1976,M,Boston University,Columbia,Eugene Goodheart,The Failure of Criticism,
126,3814,Representations,1996,M,Boston University,Columbia,Aaron Fogel,Bruegel's The Census at Bethlehem and the Visual Anticensus,
150,5712,New Literary History,1987,M,Brandeis,Columbia,Eugene Goodheart,Against Coercion,
153,5812,New Literary History,1994,M,Brandeis,Columbia,Eugene Goodheart,"Arnold, Critic of Ideology",
209,6912,New Literary History,2014,M,Brown,Columbia,Ben Parker,Recognition or Reification?: Capitalist Crisis and Subjectivity in Little Dorrit,
260,4271,Critical Inquiry,1986,M,Carnegie Mellon,Columbia,David Carrier,The Presentness of Painting: Adrian Stokes as Aesthetician,
298,3914,Representations,2014,M,Claremont Graduate University,Columbia,Eric Bulson,Ulysses by Numbers,
301,11412,New Literary History,2001,M,Clemson University,Columbia,Lee Morrissey,Eve's Otherness and the New Ethical Criticism,
352,19100,Critical Inquiry,1975,M,Columbia,Columbia,Jacques Barzun,Biography and Criticism: A Misalliance Disputed,
354,12510,Critical Inquiry,1978,F,Columbia,Columbia,Carolyn G. Heilbrun,Marriage and Contemporary Fiction,
358,20810,Critical Inquiry,1980,M,Columbia,Columbia,Michael Riffaterre,Syllepsis,
364,28610,Critical Inquiry,1982,F,Columbia,Columbia,Carolyn G. Heilbrun,"A Response to ""Writing and Sexual Difference""""""",
368,3621,Critical Inquiry,1984,M,Columbia,Columbia,Michael Riffaterre,Intertextual Representation: On Mimesis as Interpretive Discourse,
374,4281,Critical Inquiry,1986,F,Columbia,Columbia,Anne McClintock,"No Names Apart: The Separation of Word and History in Derrida's ""Le Dernier Mot du Racisme""""""",
375,4631,Critical Inquiry,1987,F,Columbia,Columbia,Anne McClintock,Azikwelwa (We Will Not Ride): Politics and Value in Black South African Poetry,
376,4641,Critical Inquiry,1987,M,Columbia,Columbia,Michael Riffaterre,The Intertextual Unconscious,
377,4651,Critical Inquiry,1987,M,Columbia,Columbia,Rob Nixon,"Caribbean and African Appropriations of ""The Tempest""""""",
407,9031,Critical Inquiry,2000,F,Columbia,Columbia,Gauri Viswanathan,The Ordinary Business of Occultism,
343,12612,New Literary History,1970,M,Columbia,Columbia,Michael Riffaterre,The Stylistic Approach to Literary History,
344,12811,New Literary History,1970,M,Columbia,Columbia,Meyer Schapiro,Criteria of Periodization in the History of European Art,
347,13312,New Literary History,1972,M,Columbia,Columbia,David Rosand,Ut Pictor Poeta: Meaning in Titian's Poesie,
348,12912,New Literary History,1973,M,Columbia,Columbia,Michael Riffaterre,"Interpretation and Descriptive Poetry: A Reading of Wordsworth's ""Yew-Trees""",
349,13412,New Literary History,1974,M,Columbia,Columbia,David Rosand,Art History and Criticism: The Past as Present,
361,13012,New Literary History,1981,M,Columbia,Columbia,Michael Riffaterre,Interpretation and Undecidability,
367,12711,New Literary History,1983,M,Columbia,Columbia,David Sidorsky,"Modernism and the Emancipation of Literature from Morality: Teleology and Vocation in Joyce, Ford, and Proust",
382,13512,New Literary History,1990,M,Columbia,Columbia,Michael Riffaterre,Fear of Theory,
392,13612,New Literary History,1994,M,Columbia,Columbia,Michael Riffaterre,Intertextuality vs. Hypertextuality,
413,13112,New Literary History,2001,M,Columbia,Columbia,David Sidorsky,"The Historical Novel as the Denial of History: From ""Nestor"" via the ""Vico Road"" to the Commodius Vicus of Recirculation",
449,13212,New Literary History,2007,M,Columbia,Columbia,David Sidorsky,The Uses of the Philosophy of G. E. Moore in the Works of E. M. Forster,
345,171,PMLA,1970,F,Columbia,Columbia,Gita May,Women's Speech and Silence in Hartmann von Aue's Erec,
350,170,PMLA,1974,M,Columbia,Columbia,Karl Kroeber,Home at Grasmere: Ecological Holiness,
362,169,PMLA,1981,F,Columbia,Columbia,Nancy K. Miller,Women's Speech and Silence in Hartmann von Aue's Erec,
370,167,PMLA,1984,F,Columbia,Columbia,Carolyn G. Heilbrun,"The Profession and Society, 1958-83",
371,168,PMLA,1984,M,Columbia,Columbia,Karl Kroeber,"The Evolution of Literary Study, 1883-1983",
393,166,PMLA,1994,M,Columbia,Columbia,Peter S. Temes,Code of Silence: Laura (Riding) Jackson and the Refusal to Speak,
399,165,PMLA,1996,M,Columbia,Columbia,Karl Kroeber,Problems with Personal Criticism,
421,162,PMLA,2004,F,Columbia,Columbia,Joan M. Ferrante,Women's Speech and Silence in Hartmann von Aue's Erec,
